,Year,Month,Day,Hour,Min,Sec,LAT,LON,DEP,EX,EY,AZ,EZ,MAG,ID,UTCDT,inBG,inNC,inSTA1,inSTA2,inSTA3
635,2005,4,14,17,46,55.08,38.78686,-122.77484,1.401,11.000000000000002,8.0,38,9.000000000000002,2.2,21449924,2005-04-14T17:46:55.080000Z,True,True,True,True,True
636,2005,4,14,23,33,55.72,38.8135,-122.79608999999999,2.681,10.0,6.999999999999999,15,8.0,2.0,21449980,2005-04-14T23:33:55.720000Z,True,True,True,True,True
637,2005,4,15,5,17,33.760999999999996,38.78999,-122.72878,2.023,10.0,8.0,62,6.999999999999999,2.7,21450006,2005-04-15T05:17:33.761000Z,True,True,True,True,True
638,2005,4,15,9,2,17.69,38.78593,-122.77358999999998,1.69,11.000000000000002,8.0,6,8.0,1.8,21450023,2005-04-15T09:02:17.690000Z,True,True,True,True,True
639,2005,4,16,19,31,10.08,38.8147,-122.81736000000001,1.715,11.000000000000002,6.0,3,6.0,2.1,21450242,2005-04-16T19:31:10.080000Z,True,True,True,True,True
640,2005,4,17,22,9,9.44,38.82508,-122.79812,3.971,10.0,5.0,173,6.999999999999999,1.9,21450380,2005-04-17T22:09:09.440000Z,True,True,True,True,True
641,2005,4,19,5,13,11.775,38.8246,-122.80208999999999,4.011,20.0,8.0,31,25.0,2.1,21450597,2005-04-19T05:13:11.775000Z,True,True,True,True,True
642,2005,4,19,14,32,26.12,38.82428,-122.75676000000001,1.89,12.0,9.000000000000002,169,15.0,2.9,21450651,2005-04-19T14:32:26.120000Z,True,True,True,True,True
643,2005,4,19,20,45,30.12,38.82411,-122.83157,2.6069999999999998,11.000000000000002,6.0,4,8.0,1.8,21450723,2005-04-19T20:45:30.120000Z,True,True,True,True,True
644,2005,4,20,21,49,45.09,38.79339,-122.80178000000001,4.07,8.0,6.0,117,6.999999999999999,2.4,21450960,2005-04-20T21:49:45.090000Z,True,True,True,True,True
645,2005,4,20,22,1,14.8,38.78581,-122.77415,1.909,9.000000000000002,6.999999999999999,52,9.000000000000002,2.0,21450966,2005-04-20T22:01:14.800000Z,True,True,True,True,True
646,2005,4,21,14,59,15.8,38.81428,-122.80631000000001,3.264,13.000000000000002,9.000000000000002,36,12.0,2.3,21451124,2005-04-21T14:59:15.800000Z,True,True,True,True,True
647,2005,4,22,1,35,34.745,38.79851,-122.8244,2.029,16.0,12.0,166,12.0,2.4,21451260,2005-04-22T01:35:34.745000Z,True,True,True,True,True
648,2005,4,22,10,22,48.19,38.81872,-122.80527,3.928,11.000000000000002,5.0,28,6.999999999999999,2.3,21451326,2005-04-22T10:22:48.190000Z,True,True,True,True,True
649,2005,4,24,15,26,22.483,38.82529,-122.79887,0.628,8.0,6.0,9,9.000000000000002,1.8,21451897,2005-04-24T15:26:22.483000Z,True,True,True,True,True
650,2005,4,25,18,14,44.93,38.8066,-122.79215,1.8769999999999998,4.0,3.0,30,4.0,1.8,21452157,2005-04-25T18:14:44.930000Z,True,True,True,True,True
651,2005,4,26,13,28,25.595,38.806909999999995,-122.7972,4.256,11.000000000000002,6.0,26,6.0,2.4,21452341,2005-04-26T13:28:25.595000Z,True,True,True,True,True
652,2005,4,27,10,44,11.67,38.78863,-122.77721000000001,2.227,10.0,8.0,58,8.0,2.7,21452529,2005-04-27T10:44:11.670000Z,True,True,True,True,True
654,2005,4,28,0,16,37.365,38.808859999999996,-122.81595,4.319,9.000000000000002,6.0,5,8.0,2.0,21452710,2005-04-28T00:16:37.365000Z,True,True,True,True,True
655,2005,4,28,23,37,8.655,38.80666,-122.79321000000002,2.214,12.0,8.0,19,23.0,1.9,69031348,2005-04-28T23:37:08.655000Z,True,True,True,True,True
656,2005,4,29,3,40,8.92,38.81565,-122.79413999999998,2.647,10.0,6.999999999999999,11,8.0,2.6,21452967,2005-04-29T03:40:08.920000Z,True,True,True,True,True
657,2005,4,29,3,45,1.2009999999999998,38.81535,-122.79021000000002,2.3040000000000003,13.000000000000002,9.000000000000002,61,12.0,3.1,21452968,2005-04-29T03:45:01.201000Z,True,True,True,True,True
658,2005,4,29,4,57,15.623,38.811440000000005,-122.79168999999999,2.0340000000000003,6.0,4.0,25,5.0,2.2,21452980,2005-04-29T04:57:15.623000Z,True,True,True,True,True
659,2005,4,29,5,28,55.88,38.82441,-122.79616000000001,3.897,6.999999999999999,6.0,40,6.999999999999999,2.4,21452984,2005-04-29T05:28:55.880000Z,True,True,True,True,True
660,2005,4,29,20,46,27.04,38.81531,-122.81289,3.583,10.0,6.999999999999999,170,8.0,1.9,21453108,2005-04-29T20:46:27.040000Z,True,True,True,True,True
661,2005,4,30,15,43,52.995,38.80491,-122.80291000000001,4.4,12.0,8.0,172,15.0,1.8,30506863,2005-04-30T15:43:52.995000Z,True,True,True,True,True
662,2005,4,30,21,36,17.395,38.81921,-122.80308000000001,3.958,13.999999999999998,6.999999999999999,15,9.000000000000002,2.9,21453298,2005-04-30T21:36:17.395000Z,True,True,True,True,True
663,2005,5,2,12,41,3.173,38.82036,-122.80045,3.8960000000000004,10.0,6.0,25,6.999999999999999,2.3,21453588,2005-05-02T12:41:03.173000Z,True,True,True,True,True
683,2005,5,12,8,30,31.45,38.80575,-122.79188,1.8130000000000002,5.0,4.0,28,4.0,2.5,21456125,2005-05-12T08:30:31.450000Z,True,True,True,True,True
684,2005,5,12,11,33,12.043,38.79343,-122.85172,2.633,61.0,45.0,12,62.0,2.2,21456139,2005-05-12T11:33:12.043000Z,True,True,True,True,True
685,2005,5,13,20,43,32.95,38.83048,-122.7968,2.522,10.0,6.0,9,10.0,2.7,21456378,2005-05-13T20:43:32.950000Z,True,True,True,True,True
686,2005,5,13,22,51,6.2589999999999995,38.80076,-122.81688,3.772,13.000000000000002,6.999999999999999,7,9.000000000000002,2.8,21456408,2005-05-13T22:51:06.259000Z,True,True,True,True,True
687,2005,5,14,13,22,18.815,38.82622,-122.80866999999999,3.551,9.000000000000002,6.999999999999999,151,8.0,2.2,21456513,2005-05-14T13:22:18.815000Z,True,True,True,True,True
688,2005,5,16,5,46,41.0,38.81728,-122.79321000000002,1.9169999999999998,9.000000000000002,6.999999999999999,8,8.0,2.2,21456826,2005-05-16T05:46:41.000000Z,True,True,True,True,True
689,2005,5,16,11,41,48.63,38.80316,-122.8181,3.783,9.000000000000002,6.0,8,8.0,2.0,21456908,2005-05-16T11:41:48.630000Z,True,True,True,True,True
690,2005,5,17,23,58,10.68,38.81997,-122.78591000000002,2.549,11.000000000000002,6.999999999999999,19,12.0,2.1,21457224,2005-05-17T23:58:10.680000Z,True,True,True,True,True
691,2005,5,18,2,12,3.89,38.80748,-122.79283000000001,1.89,4.0,4.0,35,4.0,2.5,21457264,2005-05-18T02:12:03.890000Z,True,True,True,True,True
692,2005,5,19,12,11,34.895,38.79385,-122.8015,4.263,8.0,6.999999999999999,80,6.999999999999999,2.2,21457547,2005-05-19T12:11:34.895000Z,True,True,True,True,True
693,2005,5,19,12,25,17.355,38.792790000000004,-122.73995,1.412,6.999999999999999,4.0,21,6.0,2.3,21457549,2005-05-19T12:25:17.355000Z,True,True,True,True,True
694,2005,5,20,19,39,37.28,38.80172,-122.77831,4.126,13.999999999999998,13.000000000000002,155,15.0,2.3,21457783,2005-05-20T19:39:37.280000Z,True,True,True,True,True
695,2005,5,20,23,35,14.210999999999999,38.79449,-122.78147,4.242,20.0,10.0,33,20.0,2.2,21457834,2005-05-20T23:35:14.211000Z,True,True,True,True,True
696,2005,5,21,0,17,35.535,38.82193,-122.78098999999999,2.204,13.999999999999998,11.000000000000002,12,10.0,2.1,21457842,2005-05-21T00:17:35.535000Z,True,True,True,True,True
697,2005,5,22,14,45,0.36700000000000005,38.814640000000004,-122.80156000000001,4.167,22.000000000000004,12.0,5,37.00000000000001,1.8,21458141,2005-05-22T14:45:00.367000Z,True,True,True,True,True
698,2005,5,22,23,2,23.773000000000003,38.80822,-122.81648999999999,4.206,10.0,6.999999999999999,31,11.000000000000002,2.0,30228985,2005-05-22T23:02:23.773000Z,True,True,True,True,True
699,2005,5,23,1,37,48.533,38.81046,-122.79156,1.9480000000000002,5.0,3.0,15,5.0,2.0,21458189,2005-05-23T01:37:48.533000Z,True,True,True,True,True
700,2005,5,24,1,24,37.015,38.818940000000005,-122.79311000000001,4.363,10.0,8.0,25,12.0,1.8,21458304,2005-05-24T01:24:37.015000Z,True,True,True,True,True
701,2005,5,24,3,10,10.605,38.81728,-122.78573999999999,2.577,6.999999999999999,6.0,39,8.0,2.0,21458323,2005-05-24T03:10:10.605000Z,True,True,True,True,True
702,2005,5,24,4,1,36.184,38.81535,-122.81437,3.556,11.000000000000002,8.0,8,10.0,2.5,21458326,2005-05-24T04:01:36.184000Z,True,True,True,True,True
703,2005,5,24,12,31,8.465,38.8183,-122.80236000000001,3.392,12.0,11.000000000000002,41,13.999999999999998,1.8,30506909,2005-05-24T12:31:08.465000Z,True,True,True,True,True
704,2005,5,24,21,51,27.2,38.82569,-122.80456000000001,3.7569999999999997,8.0,3.0,174,6.0,2.1,21458444,2005-05-24T21:51:27.200000Z,True,True,True,True,True
705,2005,5,24,21,51,46.62,38.82385,-122.8044,3.6430000000000002,9.000000000000002,8.0,6,8.0,2.0,30229954,2005-05-24T21:51:46.620000Z,True,True,True,True,True
706,2005,5,26,3,6,24.245,38.814679999999996,-122.80254,2.915,15.0,12.0,29,11.000000000000002,2.1,21458636,2005-05-26T03:06:24.245000Z,True,True,True,True,True
707,2005,5,27,2,33,39.673,38.78884,-122.78244,3.283,11.000000000000002,8.0,52,15.0,2.7,21458849,2005-05-27T02:33:39.673000Z,True,True,True,True,True
708,2005,5,27,8,40,31.98,38.81273,-122.81498,3.4539999999999997,13.000000000000002,9.000000000000002,14,9.000000000000002,2.2,21458897,2005-05-27T08:40:31.980000Z,True,True,True,True,True
709,2005,5,27,13,24,53.065,38.78655,-122.75105,1.053,9.000000000000002,6.999999999999999,22,9.000000000000002,1.9,21458919,2005-05-27T13:24:53.065000Z,True,True,True,True,True
710,2005,5,27,23,23,38.52,38.83007,-122.80658000000001,2.6039999999999996,9.000000000000002,5.0,179,6.0,1.9,21459047,2005-05-27T23:23:38.520000Z,True,True,True,True,True
711,2005,5,28,1,44,57.095,38.80637,-122.81646,3.688,9.000000000000002,6.0,1,8.0,1.8,21459063,2005-05-28T01:44:57.095000Z,True,True,True,True,True
712,2005,5,28,16,11,29.54,38.78829,-122.74786999999999,2.823,6.0,5.0,41,6.0,2.3,21459179,2005-05-28T16:11:29.540000Z,True,True,True,True,True
713,2005,5,29,14,33,6.75,38.82942,-122.79711999999999,2.576,9.000000000000002,6.999999999999999,16,8.0,1.8,21459375,2005-05-29T14:33:06.750000Z,True,True,True,True,True
717,2005,6,1,22,33,32.28,38.813759999999995,-122.78495,2.2969999999999997,9.000000000000002,6.0,11,5.0,1.8,21459963,2005-06-01T22:33:32.280000Z,True,True,True,True,True
718,2005,6,2,15,26,49.34,38.82845,-122.80416000000001,3.742,8.0,4.0,177,6.0,2.8,21460109,2005-06-02T15:26:49.340000Z,True,True,True,True,True
719,2005,6,2,16,6,37.015,38.7898,-122.77497,1.754,10.0,8.0,4,12.0,2.0,21460113,2005-06-02T16:06:37.015000Z,True,True,True,True,True
720,2005,6,2,17,55,18.107,38.78778,-122.80403000000001,4.224,8.0,6.999999999999999,101,11.000000000000002,1.8,21460138,2005-06-02T17:55:18.107000Z,True,True,True,True,True
721,2005,6,2,18,28,22.509,38.78801,-122.80361,4.1610000000000005,9.000000000000002,6.999999999999999,97,11.000000000000002,1.8,21460151,2005-06-02T18:28:22.509000Z,True,True,True,True,True
722,2005,6,3,2,37,15.860999999999999,38.79544,-122.78303999999999,4.303999999999999,13.000000000000002,11.000000000000002,56,13.999999999999998,2.2,21460230,2005-06-03T02:37:15.861000Z,True,True,True,True,True
723,2005,6,3,5,43,51.25,38.8383,-122.75383000000001,1.5530000000000002,8.0,6.999999999999999,3,12.0,2.2,21460258,2005-06-03T05:43:51.250000Z,True,True,True,True,True
724,2005,6,6,7,4,23.88,38.7929,-122.73925,1.5119999999999998,6.999999999999999,6.0,17,6.0,1.9,21460795,2005-06-06T07:04:23.880000Z,True,True,True,True,True
725,2005,6,7,6,58,55.89,38.814009999999996,-122.81437,3.7310000000000003,13.000000000000002,9.000000000000002,14,9.000000000000002,2.0,21461035,2005-06-07T06:58:55.890000Z,True,True,True,True,True
726,2005,6,8,17,48,49.28,38.80092,-122.80215,1.608,36.00000000000001,10.0,28,27.999999999999996,1.8,69035724,2005-06-08T17:48:49.280000Z,True,True,True,True,True
727,2005,6,10,7,39,21.11,38.79932,-122.80327,2.5989999999999998,9.000000000000002,9.000000000000002,51,9.000000000000002,2.1,21461646,2005-06-10T07:39:21.110000Z,True,True,True,True,True
728,2005,6,10,23,38,24.44,38.793620000000004,-122.78173000000001,2.069,13.000000000000002,10.0,16,10.0,2.0,21461736,2005-06-10T23:38:24.440000Z,True,True,True,True,True
729,2005,6,11,6,22,53.39,38.79285,-122.76328999999998,2.627,5.0,5.0,128,6.0,1.8,21461772,2005-06-11T06:22:53.390000Z,True,True,True,True,True
730,2005,6,11,15,3,0.52,38.819790000000005,-122.80451000000001,3.5860000000000003,10.0,5.0,24,9.000000000000002,1.9,21461836,2005-06-11T15:03:00.520000Z,True,True,True,True,True
731,2005,6,11,15,18,13.71,38.81919,-122.79408000000001,3.9989999999999997,11.000000000000002,8.0,36,10.0,2.1,21461840,2005-06-11T15:18:13.710000Z,True,True,True,True,True
732,2005,6,11,17,22,38.461,38.82568,-122.82862,2.6289999999999996,10.0,8.0,16,10.0,2.7,21461849,2005-06-11T17:22:38.461000Z,True,True,True,True,True
733,2005,6,12,7,28,32.23,38.804140000000004,-122.81025,2.764,13.000000000000002,9.000000000000002,16,10.0,2.1,21461917,2005-06-12T07:28:32.230000Z,True,True,True,True,True
734,2005,6,12,18,21,42.33,38.82458,-122.83186,2.555,8.0,6.0,1,9.000000000000002,1.8,21461968,2005-06-12T18:21:42.330000Z,True,True,True,True,True
735,2005,6,12,21,25,53.34,38.79156,-122.75003999999998,3.99,6.999999999999999,6.0,83,8.0,2.0,21462000,2005-06-12T21:25:53.340000Z,True,True,True,True,True
736,2005,6,13,13,9,21.855,38.81916,-122.79973000000001,3.625,11.000000000000002,6.999999999999999,26,8.0,2.5,21462110,2005-06-13T13:09:21.855000Z,True,True,True,True,True
737,2005,6,13,21,48,43.619,38.830729999999996,-122.81073,2.71,12.0,6.999999999999999,176,6.999999999999999,1.9,21462186,2005-06-13T21:48:43.619000Z,True,True,True,True,True
738,2005,6,14,14,32,45.012,38.82144,-122.8121,4.079,11.000000000000002,6.999999999999999,15,6.999999999999999,2.4,21462290,2005-06-14T14:32:45.012000Z,True,True,True,True,True
739,2005,6,15,3,29,43.89,38.81451,-122.78456000000001,2.21,17.0,11.000000000000002,30,26.000000000000004,1.8,69036645,2005-06-15T03:29:43.890000Z,True,True,True,True,True
740,2005,6,15,4,19,7.997999999999999,38.80254,-122.81501999999999,3.778,10.0,6.0,4,10.0,2.0,30229062,2005-06-15T04:19:07.998000Z,True,True,True,True,True
741,2005,6,15,23,49,39.268,38.80489,-122.76942,2.364,10.0,8.0,173,8.0,2.1,21462633,2005-06-15T23:49:39.268000Z,True,True,True,True,True
742,2005,6,18,1,48,44.595,38.79828,-122.80546000000001,4.2589999999999995,10.0,9.000000000000002,117,10.0,2.0,21463623,2005-06-18T01:48:44.595000Z,True,True,True,True,True
743,2005,6,18,9,50,35.27,38.8108,-122.7848,2.3480000000000003,13.000000000000002,6.999999999999999,2,9.000000000000002,2.0,21463699,2005-06-18T09:50:35.270000Z,True,True,True,True,True
744,2005,6,19,11,57,44.826,38.803779999999996,-122.76953999999999,2.415,8.0,6.999999999999999,13,9.000000000000002,2.0,21463944,2005-06-19T11:57:44.826000Z,True,True,True,True,True
745,2005,6,19,22,11,33.175,38.786840000000005,-122.77135,1.99,6.0,4.0,150,5.0,1.9,21463996,2005-06-19T22:11:33.175000Z,True,True,True,True,True
746,2005,6,20,9,25,10.8,38.82096,-122.80201000000001,3.6069999999999998,9.000000000000002,6.0,23,8.0,2.1,21464110,2005-06-20T09:25:10.800000Z,True,True,True,True,True
753,2005,6,30,18,55,10.08,38.81035,-122.80168,3.083,27.999999999999996,12.0,18,27.000000000000004,2.5,21466427,2005-06-30T18:55:10.080000Z,True,True,True,True,True
754,2005,7,1,22,54,58.6,38.79271,-122.80609,3.931,9.000000000000002,6.999999999999999,91,6.0,2.5,30229140,2005-07-01T22:54:58.600000Z,True,True,True,True,True
755,2005,7,2,5,34,17.55,38.7996,-122.812,4.374,10.0,6.999999999999999,14,11.000000000000002,1.8,21466813,2005-07-02T05:34:17.550000Z,True,True,True,True,True
756,2005,7,2,6,7,24.755,38.79805,-122.81161999999999,1.639,25.0,15.0,17,30.0,1.9,21466823,2005-07-02T06:07:24.755000Z,True,True,True,True,True
757,2005,7,2,13,39,15.035,38.79248,-122.77933999999999,4.393,16.0,11.000000000000002,37,15.0,1.8,21466865,2005-07-02T13:39:15.035000Z,True,True,True,True,True
758,2005,7,2,17,1,37.47,38.8046,-122.7969,4.538,18.000000000000004,13.000000000000002,13,15.0,2.0,21466901,2005-07-02T17:01:37.470000Z,True,True,True,True,True
759,2005,7,2,19,47,33.04,38.79781,-122.80112,3.9210000000000003,17.0,10.0,2,20.0,2.4,21466920,2005-07-02T19:47:33.040000Z,True,True,True,True,True
760,2005,7,2,20,30,7.74,38.79165,-122.7792,4.374,13.999999999999998,10.0,19,13.999999999999998,1.9,21466926,2005-07-02T20:30:07.740000Z,True,True,True,True,True
761,2005,7,4,7,31,20.595,38.82994,-122.7684,1.67,9.000000000000002,5.0,160,6.0,2.0,21467182,2005-07-04T07:31:20.595000Z,True,True,True,True,True
762,2005,7,4,8,17,56.65,38.81916,-122.79812,3.761,10.0,6.999999999999999,29,10.0,1.9,21467190,2005-07-04T08:17:56.650000Z,True,True,True,True,True
763,2005,7,4,14,48,15.34,38.82193,-122.80847,4.258,11.000000000000002,8.0,13,8.0,1.9,21467233,2005-07-04T14:48:15.340000Z,True,True,True,True,True
764,2005,7,4,15,47,15.811,38.82073,-122.79056000000001,2.374,10.0,8.0,172,10.0,2.5,21467246,2005-07-04T15:47:15.811000Z,True,True,True,True,True
765,2005,7,6,1,35,42.245,38.82439,-122.79651000000001,3.7030000000000003,11.000000000000002,8.0,17,9.000000000000002,1.9,21467464,2005-07-06T01:35:42.245000Z,True,True,True,True,True
766,2005,7,7,1,16,52.178000000000004,38.801790000000004,-122.81501999999999,3.819,10.0,6.0,5,11.000000000000002,1.9,21467616,2005-07-07T01:16:52.178000Z,True,True,True,True,True
767,2005,7,7,5,58,19.46,38.820409999999995,-122.80162,3.969,9.000000000000002,6.0,15,8.0,2.3,21467656,2005-07-07T05:58:19.460000Z,True,True,True,True,True
768,2005,7,7,9,1,43.453,38.80447,-122.80639,1.704,13.999999999999998,9.000000000000002,42,11.000000000000002,2.3,21467686,2005-07-07T09:01:43.453000Z,True,True,True,True,True
769,2005,7,8,2,37,6.425,38.82008,-122.80676000000001,4.024,10.0,5.0,20,6.999999999999999,2.5,21467849,2005-07-08T02:37:06.425000Z,True,True,True,True,True
770,2005,7,8,2,43,44.805,38.821259999999995,-122.80678,4.074,10.0,5.0,22,10.0,1.8,21467850,2005-07-08T02:43:44.805000Z,True,True,True,True,True
771,2005,7,8,8,23,56.42,38.82335,-122.83128,2.434,11.000000000000002,8.0,28,9.000000000000002,2.2,30229160,2005-07-08T08:23:56.420000Z,True,True,True,True,True
772,2005,7,9,8,32,43.855,38.81949,-122.79353,3.786,9.000000000000002,6.999999999999999,170,11.000000000000002,2.0,21468072,2005-07-09T08:32:43.855000Z,True,True,True,True,True
773,2005,7,9,10,39,23.837,38.809740000000005,-122.79626999999999,3.975,10.0,6.999999999999999,14,8.0,1.9,21468084,2005-07-09T10:39:23.837000Z,True,True,True,True,True
774,2005,7,10,20,29,4.872,38.78665,-122.74776999999999,2.7439999999999998,6.0,5.0,2,5.0,1.8,21468338,2005-07-10T20:29:04.872000Z,True,True,True,True,True
775,2005,7,12,17,56,55.52,38.815509999999996,-122.80016,2.312,13.999999999999998,9.000000000000002,17,6.999999999999999,2.0,21468656,2005-07-12T17:56:55.520000Z,True,True,True,True,True
794,2005,7,28,0,14,40.085,38.83043,-122.75653,1.218,12.0,6.0,9,10.0,1.8,21472650,2005-07-28T00:14:40.085000Z,True,True,True,True,True
795,2005,7,28,23,31,45.12,38.814820000000005,-122.79218,2.593,10.0,6.999999999999999,1,8.0,2.2,21472891,2005-07-28T23:31:45.120000Z,True,True,True,True,True
796,2005,7,29,1,22,2.316,38.83259,-122.80823999999998,2.483,6.999999999999999,5.0,26,6.0,2.3,21472903,2005-07-29T01:22:02.316000Z,True,True,True,True,True
797,2005,7,31,1,5,23.8,38.814820000000005,-122.82066999999999,3.1719999999999997,11.000000000000002,6.0,15,6.999999999999999,2.2,21473401,2005-07-31T01:05:23.800000Z,True,True,True,True,True
798,2005,8,2,2,41,46.676,38.81288,-122.81343000000001,3.9,13.000000000000002,9.000000000000002,1,23.0,1.9,21473854,2005-08-02T02:41:46.676000Z,True,True,True,True,True
799,2005,8,3,18,51,40.4,38.831309999999995,-122.81056000000001,2.7,13.000000000000002,8.0,172,6.0,1.9,21474220,2005-08-03T18:51:40.400000Z,True,True,True,True,True
800,2005,8,4,5,48,20.76,38.8142,-122.78538999999999,2.271,9.000000000000002,6.0,175,8.0,1.8,21474322,2005-08-04T05:48:20.760000Z,True,True,True,True,True
801,2005,8,7,4,45,11.079,38.81418,-122.81693,1.8019999999999998,10.0,10.0,33,9.000000000000002,2.1,21475019,2005-08-07T04:45:11.079000Z,True,True,True,True,True
802,2005,8,7,6,25,57.105,38.80977,-122.81472,4.067,9.000000000000002,8.0,4,10.0,2.3,21475038,2005-08-07T06:25:57.105000Z,True,True,True,True,True
803,2005,8,8,11,21,37.905,38.8169,-122.8022,2.44,10.0,5.0,17,6.999999999999999,2.4,21475360,2005-08-08T11:21:37.905000Z,True,True,True,True,True
804,2005,8,8,15,35,24.55,38.80105,-122.80735,2.947,18.000000000000004,13.000000000000002,49,17.0,2.7,21475402,2005-08-08T15:35:24.550000Z,True,True,True,True,True
805,2005,8,9,22,41,49.648999999999994,38.81561,-122.7863,2.3890000000000002,9.000000000000002,6.0,17,18.000000000000004,2.2,21475789,2005-08-09T22:41:49.649000Z,True,True,True,True,True
806,2005,8,11,11,45,9.105,38.82099,-122.78112,2.069,15.0,8.0,16,10.0,1.8,21476286,2005-08-11T11:45:09.105000Z,True,True,True,True,True
807,2005,8,12,11,46,18.75,38.80274,-122.81613,3.574,11.000000000000002,6.0,12,9.000000000000002,2.1,21476525,2005-08-12T11:46:18.750000Z,True,True,True,True,True
808,2005,8,15,7,58,16.496,38.832359999999994,-122.81031000000002,2.736,6.999999999999999,5.0,26,6.0,2.1,21477193,2005-08-15T07:58:16.496000Z,True,True,True,True,True
809,2005,8,15,18,15,26.64,38.80126,-122.8068,1.258,15.0,12.0,10,16.0,3.0,21477292,2005-08-15T18:15:26.640000Z,True,True,True,True,True
